"perspectives","archetypeInstanceId","precomputedtypename","name","status","lastModifiedDate","createdDate","adoptionUUID","bufferBack","bufferBottom","bufferFront","bufferLeft","bufferRight","bufferTop","convertedUnit","depth","deviceName","dimensionPrecision","dimensionUnit","height","width","portNumber","positionsContained","positionsUsed","role","tmf639_dataSource_ingestion_uuid","tmf_lifecycleState"
"[""Plan"", ""Live/Plan merge""]","1171003","Rack Tray 19""","RACK TRAY 282","Planned","1695051905623","1693595377176","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582437393","0.0","0.0","0.0","0.0","0.0","0.0","inch","30.0","RACK TRAY 282","2","inch","1.752","19.0","0","0","1","[""OTN""]","851d94ac-6fd0-4121-98be-77a6aa4b7229",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","DEVICE 2 ASR 9001 7194","Planned","1695051905623","1693595525199","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582437632","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","DEVICE 2 ASR 9001 7194","2","inch","3.504","17.42","0","1","2","[""Optical""]","0ccc73a6-c4a4-4888-bf7b-9132afb34dd5",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1181","C3550-12T","DEVICE 1 ASR 9001 5751","Planned","1693596870335","1693596869751","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582441629","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 1 ASR 9001 5751","2","inch","3.504","19.0","0","1","2","[""Optical""]","8d49d840-6a22-4e26-ac5d-7bd42191e6f6",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 1977","Planned","1695051905623","1693596964718","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582442323","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 1977","2","inch","10.512","19.0","0","1","6","[""Optical""]","056127de-84da-442d-a58c-7d22d2b88654",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105801","Generic PDH (ANSI) Mux","DEVICE 1 GENERIC PDH (ETSI) MUX 3721","Planned","1693597546986","1693597546518","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582443982","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 1 GENERIC PDH (ETSI) MUX 3721","2","inch","1.752","19","28","","1","[""PDH""]","2f7ea080-517b-42c1-999f-d7c575faf75a",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 2550","Planned","1695051905623","1693597753995","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582444710","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 2550","2","inch","3.504","17.42","0","1","2","[""OTN""]","fe41d468-96ab-415e-9ac1-2febf849e3df",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 8852","Planned","1695051905623","1693598721300","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582447017","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 8852","2","inch","3.504","17.42","0","1","2","[""OTN""]","202f150e-81a3-405a-a3cb-2c06fd0ce5af",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 8892","Planned","1693598924053","1693598923935","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582447509","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 8892","2","inch","3.504","17.42","0","1","2","[""OTN""]","a4dd8ee9-ad33-4521-91f9-2d46f827db32",""
"[""Live/Plan merge"", ""TMF 639""]","1130302","Generic CPE","SPARE DEVICE 7729","Decommissioned","1693599501877","1693598983287","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582447612","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","SPARE DEVICE 7729","2","inch","0.0","19","3","0","0","[]","6befe67b-3eb6-481f-aee7-502b7f857cd2",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130427","Ciena 3926","TEST DEVICE CIENA 3926 3323","Planned","1693601726043","1693599533566","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582448371","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3926 3323","2","inch","0.0","17.55","3","9","0","[""Optical""]","047d9a01-fae3-4b21-94ef-43b1de86120c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE162","Planned","1693599823446","1693599823305","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582449455","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE162","2","inch","3.504","17.42","0","1","2","[""OTN""]","7122e1c3-24f2-4510-a032-9dfb58533b78",""
"[""Plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST DEVICE CIENA 3906MVI 8999","Planned","1693602010511","1693601936262","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582450586","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3906MVI 8999","2","inch","0.0","17.55","6","5","0","[]","c555498b-6dde-465c-8853-a7ee7f5485b3",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130427","Ciena 3926","TEST DEVICE CIENA 3926 4303","Planned","1693602183163","1693602113310","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258459075582450682","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3926 4303","2","inch","0.0","17.55","3","9","0","[""Compute""]","fb178974-8ef3-4cf6-b649-6d060229b8ed",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1119","OME 6500 32 Slot","OME2 CROSS 1354","Planned","1695051905623","1693589382259","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374562690","0.0","0.0","0.0","0.0","0.0","0.0","inch","10.9","OME2 CROSS 1354","2","inch","38.544","19.6","0","1","22","[""Optical""]","dac52a46-2d1b-4c73-beff-f7098675cce1",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","DEVICE OME 6500 7 SLOT 4108","Planned","1695051905623","1693589583570","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374563538","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE OME 6500 7 SLOT 4108","2","inch","10.512","19.0","0","1","6","[""Optical""]","90dabcdb-1e2e-4b94-b2a9-b37cad0bf81e",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 9542","Planned","1695051905623","1693589679445","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374563666","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 9542","2","inch","3.504","17.42","0","1","2","[""OTN""]","8856c03a-27c8-4297-a610-35b4e7671bb7",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","DEVICE B 3929","Planned","1695051905623","1693590361462","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374567054","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE B 3929","2","inch","10.512","19.0","0","1","6","[""Optical""]","a7a94dde-01f1-4f84-be7c-6336c22ab4c4",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #1931","Planned","1695051905623","1693590489963","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374567534","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #1931","2","inch","10.512","19.0","0","1","6","[""Optical""]","94451021-e67b-451f-859a-9bf2f5de7354",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 2 DEVICE ASR 9001 7656","Planned","1695051905623","1693590919867","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374569962","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 2 DEVICE ASR 9001 7656","2","inch","3.504","17.42","0","1","2","[""Optical""]","81629b62-6059-459b-ad69-6d97b4a5ccde",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 7489","Planned","1695051905623","1693591339386","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374572066","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 7489","2","inch","3.504","17.42","0","1","2","[""OTN""]","dc5d9643-21db-41f3-b187-fec9d3365288",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1109","FDP 36 Port","TEST DEVICE #8705","Planned","1695051905623","1693591416476","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374572681","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #8705","2","inch","1.752","19.0","36","0","1","[""OTN"",""Optical""]","89a7840b-9de6-42f2-8805-a8d042c722ad",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 2 DEVICE ASR 9001 3498","Planned","1695051905623","1693591501191","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258460106374572921","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 2 DEVICE ASR 9001 3498","2","inch","3.504","17.42","0","1","2","[""Optical""]","4e30d307-fa28-4478-aefe-f87455363c39",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105801","Generic PDH (ANSI) Mux","TEST PDH 1 GENERIC PDH (ANSI) MUX 9915","Planned","1695051905623","1693590591331","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258462374117300656","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST PDH 1 GENERIC PDH (ANSI) MUX 9915","2","inch","1.752","19","28","","1","[""PDH""]","fa8be0e9-b5ab-44ee-8dad-7c82e9722f35",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105801","Generic PDH (ANSI) Mux","TEST PDH 2 GENERIC PDH (ANSI) MUX 7317","Planned","1695051905623","1693590724289","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258462374117301317","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST PDH 2 GENERIC PDH (ANSI) MUX 7317","2","inch","1.752","19","28","","1","[""PDH""]","ec375bdd-6514-4429-a135-70e40a7eb874",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1130302","Generic CPE","TEST DEVICE GENERIC CPE 8752","In Service","1693591020615","1693590794376","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909452980","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE GENERIC CPE 8752","2","inch","0.0","19","3","0","0","[""Optical""]","866f2865-eeba-4f10-b8ee-b393c089a17c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105801","Generic PDH (ANSI) Mux","TEST PDH 3 GENERIC PDH (ANSI) MUX 7034","Planned","1695051905623","1693590854322","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909453132","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST PDH 3 GENERIC PDH (ANSI) MUX 7034","2","inch","1.752","19","28","","1","[""PDH""]","ab533d48-2471-45b0-8cc2-4f0b81d2cde3",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #6733","Planned","1695051905623","1693591019600","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909453728","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #6733","2","inch","10.512","19.0","0","1","6","[""Optical""]","37464b06-7bf8-4952-9ded-cc034fafd653",""
"[""Plan"", ""Live/Plan merge""]","1130427","Ciena 3926","TEST DEVICE 2 CIENA 3926 9082","Planned","1693591152658","1693591078934","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909453955","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE 2 CIENA 3926 9082","2","inch","0.0","17.55","3","9","0","[]","58f9ad93-56e4-4555-976b-a516f3d7cf4f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 4908","Planned","1695051905623","1693591282899","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909455089","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 4908","2","inch","3.504","17.42","0","1","2","[""OTN""]","912e1c8d-59d6-419c-99b0-977cdc3bac09",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 9456","Planned","1695051905623","1693591413499","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909455976","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 9456","2","inch","3.504","17.42","0","1","2","[""OTN""]","38b84576-fd72-4e00-98ef-2baf3ef9de4e",""
"[""Plan"", ""Live/Plan merge""]","1130427","Ciena 3926","TEST DEVICE 2 CIENA 3926 105","Planned","1693591599898","1693591523681","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909456301","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE 2 CIENA 3926 105","2","inch","0.0","17.55","3","9","0","[]","c303b7cc-6f71-4cbf-9022-33a71bc17abc",""
"[""Plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST DEVICE 1 CIENA 3926 139","Planned","1693591656373","1693591656077","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909456633","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE 1 CIENA 3926 139","2","inch","0.0","17.55","6","5","0","[]","6e974648-4c89-4d9e-9a91-a73fe9be76a6",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 9323","Planned","1695051905623","1693592056669","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909458094","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 9323","2","inch","3.504","17.42","0","1","2","[""OTN""]","0bb48d67-9bfe-48b6-9d93-c21136cf9549",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #4021","In Service","1695051905623","1693592187396","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909458262","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #4021","2","inch","10.512","19.0","0","1","6","[""OTN""]","d34cc51a-2bbb-4732-8477-25383fcaa28f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-3-CISCO ONS 15454 7638","Planned","1695051905623","1693592725810","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909461394","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-3-CISCO ONS 15454 7638","2","inch","12.264","12.25","","","7","[""SDH""]","015fa6d2-41ae-4911-9d04-6fa41a5f90a1",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 514","Planned","1695051905623","1693592739017","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909461490","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 514","2","inch","3.504","17.42","0","1","2","[""OTN""]","fa71845a-3b1c-4b11-b019-cc5dcb1d1f37",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST CISCO2 1680","Planned","1695051905623","1693592947300","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258463404909462095","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST CISCO2 1680","2","inch","12.264","12.25","","","7","[""SDH""]","f931217e-7353-42a3-8b45-bc9fbae49957",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 1 DEVICE ASR 9001 9835","Planned","1695051905623","1693591940552","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737945584","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 1 DEVICE ASR 9001 9835","2","inch","3.504","17.42","0","1","2","[""Optical""]","0bd6b062-a873-407a-b500-bbf8ca820654",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 2 DEVICE ASR 9001 5493","Planned","1695051905623","1693592053648","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737946263","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 2 DEVICE ASR 9001 5493","2","inch","3.504","17.42","0","1","2","[""Optical""]","4dad26bd-a761-4a1f-a4f1-ba54b85a5e4d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-1-CISCO ONS 15454 8339","Planned","1695051905623","1693592363336","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737947626","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-1-CISCO ONS 15454 8339","2","inch","12.264","12.25","","","7","[""SDH""]","2d387410-7b4f-47e1-9149-8eda379d7163",""
"[""Plan"", ""Live/Plan merge""]","1415","FDP 48 Port 5RU","A1_D1","Planned","1693592591847","1693592497675","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737948138","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","A1_D1","2","inch","8.76","19.0","48","0","5","","3d115dff-296a-463a-b847-591e2e9e288c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-2-CISCO ONS 15454 5410","Planned","1695051905623","1693592545609","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737948435","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-2-CISCO ONS 15454 5410","2","inch","12.264","12.25","","","7","[""SDH""]","48043b52-9e85-4139-97ae-e50b1464afc3",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST CISCO1 2625","Planned","1695051905623","1693592748244","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737949717","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST CISCO1 2625","2","inch","12.264","12.25","","","7","[""SDH""]","3a500298-f57e-4ccd-9c62-d83267f7c777",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 4626","Planned","1695051905623","1693592876699","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737950073","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 4626","2","inch","3.504","17.42","0","1","2","[""OTN""]","0c40e19e-03e1-4e57-b1c0-d6894030fde1",""
"[""Plan"", ""Live/Plan merge""]","1130302","Generic CPE","TEST DEVICE GENERIC CPE 7355","Planned","1693596068563","1693592994026","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737950444","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE GENERIC CPE 7355","2","inch","0.0","19","3","0","0","[]","41da6167-d343-4177-93fa-7a4f092c9b1d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 2421","Planned","1695051905623","1693593086538","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258464916737951090","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 2421","2","inch","10.512","19.0","0","1","6","[""OTN""]","82497db3-3606-4eda-b368-f21a0d5dfa0d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 2163","Planned","1695051905623","1693593513836","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467390639114945","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 2163","2","inch","3.504","17.42","0","1","2","[""OTN""]","d329af12-7be8-4408-9764-dcd3ff64bc60",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST CISCO ONS2 8390","Planned","1695051905623","1693593752302","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467390639116025","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST CISCO ONS2 8390","2","inch","12.264","12.25","","","7","[""SDH""]","cec7871e-b11f-41e2-97ba-e0b121358762",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 5546","Planned","1695051905623","1693593585702","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358592056","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 5546","2","inch","1.752","6.3","0","1","1","[]","bd801f1a-76d4-4221-ab1b-1732925129ee",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 1730","Planned","1695051905623","1693593643564","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358592133","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 1730","2","inch","3.504","17.42","0","1","2","[""OTN""]","371eb673-d4f8-411f-b731-1790fa778131",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1667","Waveserver Ai","DUMMY DEVICE 123","Planned","1695051905623","1693593693879","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358592433","0.0","0.0","0.0","0.0","0.0","0.0","inch","23.62","DUMMY DEVICE 123","2","inch","1.752","17.4","0","1","1","[""Optical""]","13e517ee-3a49-4d7f-8677-3d2728e49234",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 9080","In Service","1695051905623","1693593764182","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358592806","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 9080","2","inch","3.504","17.42","0","1","2","[""Optical""]","b86340d5-d40b-4ed3-94a0-5fd437c07474",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 2899","Planned","1695051905623","1693594023199","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358593419","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 2899","2","inch","1.752","6.3","0","1","1","[]","53d0943f-d18c-4f79-b345-c41da23ff48f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST DEVICE CIENA 3926 4495","Planned","1693594024183","1693594023930","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358593429","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3926 4495","2","inch","0.0","17.55","6","5","0","[]","21a4610e-df3c-4ad9-b9de-65c1836f9195",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 9029","Planned","1695051905623","1693594145289","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358593915","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 9029","2","inch","3.504","17.42","0","1","2","[""OTN""]","fde0f47d-6c99-4ae4-9d47-986d4d7baf31",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 6201","Planned","1695051905623","1693594353127","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358594426","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 6201","2","inch","10.512","19.0","0","1","6","[""Optical""]","399a4074-8cac-4c04-81e4-1348f2f88410",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","CIDR DEVICE1 ASR 9001 3106","Planned","1695051905623","1693594711805","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358596178","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","CIDR DEVICE1 ASR 9001 3106","2","inch","3.504","17.42","0","1","2","[""OTN""]","73ff6e96-efd2-4ae8-b066-7d0f23e08359",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","94681487423814366","Ciena-5164","TEST CIENA-5164 9421","Planned","1693594744488","1693594744183","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358596275","0.0","0.0","0.0","0.0","0.0","0.0","inch","17.5","TEST CIENA-5164 9421","2","inch","1.752","17.5","","","","[""OTN""]","849edffd-8307-4d07-b92a-72f42ffb725c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","DEVICE1 ASR 9001 8515","Planned","1695051905623","1693595695341","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358599852","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","DEVICE1 ASR 9001 8515","2","inch","3.504","17.42","0","1","2","[""OTN""]","fd5533ee-9c19-43d0-a801-f6d237c621f3",""
